Cites	Authors	Title	Year	Source	Publisher	CitesURL	GSRank	QueryDate	Type	DOI	ISSN	CitationURL	Volume	Issue	StartPage	EndPage	ECC	CitesPerYear	CitesPerAuthor	AuthorCount	Age	Abstract	ArticleURL	FullTextURL	RelatedURL	search_batch	Abstract - Relevant?	Unique?	AUT? (Does the study include new AUT data?)	Lefties? (Were at least 3 lefties given the AUT?)	Stats - can get ES for left vs. right?	Text - Relevant?	Details	Request?
0	R de Villiers	Nurture the Genii: Possibilities	2022	The Handbook of Creativity &Innovation in Business: A …	Springer	NA	61	2023-05-25T13:58:21Z	NA	10.1007/978-981-19-2180-3_20	NA	NA	NA	NA	NA	NA	0	0	0	1	1	… This longitudinal study [20], using Guilford’s Alternative Uses Task, assessed workers’ creativity before and after vacations, finding that idea flexibility improved, raising the quantity of …	https://link.springer.com/chapter/10.1007/978-981-19-2180-3_20	NA	https://scholar.google.com/scholar?q=related:Cp9-S5nGqTsJ:scholar.google.com/&scioq=%22alternative+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT2	0	1				0		
2	M Krogerus, R Tschäppeler	The Test Book	2015	NA	books.google.com	https://scholar.google.com/scholar?cites=15047631004202678341&as_sdt=2005&sciodt=2007&hl=en	68	2023-05-25T13:58:21Z	BOOK	NA	NA	NA	NA	NA	NA	NA	2	0.25	1	2	8	An essential library of tests for self-knowledge and success, from the strategic thinking experts behind the international bestseller The Decision Book. Are you clever? Can you self-…	https://books.google.com/books?hl=en&lr=&id=lPV1CQAAQBAJ&oi=fnd&pg=PT8&dq=%22alternative+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&ots=fuNJhcRCVf&sig=T1WQp7oQGQydjeB3PjmR8F4HpwI	https://cdn.waterstones.com/special/pdf/9781781253205.pdf	https://scholar.google.com/scholar?q=related:RbinLKzs09AJ:scholar.google.com/&scioq=%22alternative+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT2	0	1				0		
28	BA Kelsen, A Sumich, N Kasabov, SHY Liang…	What has social neuroscience learned from hyperscanning studies of spoken communication? A systematic review	2022	Neuroscience & …	Elsevier	https://scholar.google.com/scholar?cites=6427822099287304471&as_sdt=2005&sciodt=2007&hl=en	74	2023-05-25T13:58:21Z	HTML	NA	NA	NA	NA	NA	NA	NA	28	28	6	5	1	A growing body of literature examining the neurocognitive processes of interpersonal linguistic interaction indicates the emergence of neural alignment as participants engage in oral …	https://www.sciencedirect.com/science/article/pii/S0149763420305650	https://www.sciencedirect.com/science/article/pii/S0149763420305650	https://scholar.google.com/scholar?q=related:F-lsqyQ2NFkJ:scholar.google.com/&scioq=%22alternative+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT2	0	1				0		
0	S Polaczek	Stim vs. Gym: Effekte von tRNS und einer aeroben Sportintervention auf die Kreativität	2022	NA	unipub.uni-graz.at	NA	75	2023-05-25T13:58:21Z	PDF	NA	NA	NA	NA	NA	NA	NA	0	0	0	1	1	… Personen den Alternative Uses Task, bei dem es darum geht, möglichst viele und außergewöhnliche Nutzungsmöglichkeiten für einen Alltagsgegenstand zu finden. Personen, die …	https://unipub.uni-graz.at/obvugrhs/content/titleinfo/8285651/full.pdf	https://unipub.uni-graz.at/obvugrhs/content/titleinfo/8285651/full.pdf	https://scholar.google.com/scholar?q=related:QQQDPJ6pWkkJ:scholar.google.com/&scioq=%22alternative+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT2	0	1				0	Not in English	
0	P LOUI, RE GUETTA	MUSIC AND ATTENTION	2019	The Oxford Handbook of Music and the …	books.google.com	NA	76	2023-05-25T13:58:21Z	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	2	4	… a variety of potential confounds such as age, handedness, bilingualism, and socio-economic … divergent thinking scores and alternative uses task performance in improvising musicians, …	https://books.google.com/books?hl=en&lr=&id=xUKjDwAAQBAJ&oi=fnd&pg=PA263&dq=%22alternative+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&ots=-mdWQ0Qj_0&sig=BS_isLx9FPesicIbCjaxkkAdQqU	NA	https://scholar.google.com/scholar?q=related:HpIkuKvbNucJ:scholar.google.com/&scioq=%22alternative+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT2	0	1				0		
0	RR Herrera, JG Pinteño, AS Kuhn, P Flores	International Forum for Comparative Psychology 2021 Abstract book	2021	NA	books.google.com	NA	77	2023-05-25T13:58:21Z	BOOK	NA	NA	NA	NA	NA	NA	NA	0	0	0	4	2	… In this study, participants performed several tasks across four sessions: a latent inhibition (LI) task, the Guildford alternative uses task (AUT), the Deese, Roediger and McDermott (DRM) …	https://books.google.com/books?hl=en&lr=&id=hF6oEAAAQBAJ&oi=fnd&pg=PA3&dq=%22alternative+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&ots=1YsPzf647n&sig=iUuO-i3w2_0DfcPNzaln-Xfjauo	NA	https://scholar.google.com/scholar?q=related:Zz92nASOYGUJ:scholar.google.com/&scioq=%22alternative+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT2	0	1				0		
0	S Weisig	Neurokognitive Effekte von Arbeitsgedächtnistraining	2017	NA	edoc.ub.uni-muenchen.de	NA	83	2023-05-25T13:58:21Z	PDF	NA	NA	NA	NA	NA	NA	NA	0	0	0	1	6	1 Einleitung 2014 wurde die deutsche Fußball-Nationalmannschaft Weltmeister in Brasilien. Ganz Deutschland feierte ausgelassen! Die meisten Menschen stimmen sicherlich zu, dass …	https://edoc.ub.uni-muenchen.de/20982/1/Weisig_Sarah.pdf	https://edoc.ub.uni-muenchen.de/20982/1/Weisig_Sarah.pdf	https://scholar.google.com/scholar?q=related:xWQtHetyi64J:scholar.google.com/&scioq=%22alternative+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT2	0	1				0	Not in English	
0	F De Brigard	Counterfactual Thinking	2023	The Palgrave Encyclopedia of the Possible	Springer	NA	85	2023-05-25T13:58:21Z	NA	10.1007/978-3-030-90913-0_43	NA	NA	NA	NA	NA	NA	0	0	0	1	1	… most people are either right-handed or left-handed and would prefer to carry out most … which often employs tasks such as the Alternative Uses Task to quantify creativity. Such an …	https://link.springer.com/content/pdf/10.1007/978-3-030-90913-0_43.pdf	NA	NA	AUT2	0	1				0		
0	VF Guzmán, I González-Palta, AS Larrain	Concept Formation	2023	The Palgrave Encyclopedia of …	Springer	NA	87	2023-05-25T13:58:21Z	NA	10.1007/978-3-030-90913-0_197	NA	NA	NA	NA	NA	NA	0	0	0	3	1	… most people are either right-handed or left-handed and would prefer to carry out most … which often employs tasks such as the Alternative Uses Task to quantify creativity. Such an …	https://link.springer.com/content/pdf/10.1007/978-3-030-90913-0_197.pdf	NA	NA	AUT2	0	1				0		
1	W Ross, S Smith, JE Vistic	Collaborative creativity	2023	The Palgrave Encyclopedia of the Possible	Springer	https://scholar.google.com/scholar?cites=15986398904114908454&as_sdt=2005&sciodt=2007&hl=en	88	2023-05-25T13:58:21Z	NA	10.1007/978-3-030-90913-0_85	NA	NA	NA	NA	NA	NA	1	1	0	3	1	… most people are either right-handed or left-handed and would prefer to carry out most … which often employs tasks such as the Alternative Uses Task to quantify creativity. Such an …	https://link.springer.com/content/pdf/10.1007/978-3-030-90913-0_85.pdf	NA	https://scholar.google.com/scholar?q=related:Jo12jRoZ290J:scholar.google.com/&scioq=%22alternative+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT2	0	1				0		
0	R Rodríguez-Herrera, J García-Pinteño…	International Forum for Comparative Psychology 2021: abstract book	2021	International Forum for …	torrossa.com	NA	91	2023-05-25T13:58:21Z	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	3	2	… In this study, participants performed several tasks across four sessions: a latent inhibition (LI) task, the Guildford alternative uses task (AUT), the Deese, Roediger and McDermott (DRM) …	https://www.torrossa.com/gs/resourceProxy?an=5170545&publisher=FZW949	NA	https://scholar.google.com/scholar?q=related:C1vW2QlJchgJ:scholar.google.com/&scioq=%22alternative+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT2	0	1				0		
0	S Edl	The cognitive bases of creativity	2013	NA	unipub.uni-graz.at	NA	18	2023-05-25T14:18:03Z	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	1	10	… of the “Why”-task and the “unusual uses”-task to get the TEKD fluency score. In the same … time was measured, independent from the handedness of the performing participant. The …	http://unipub.uni-graz.at/obvugrhs/227346	https://unipub.uni-graz.at/obvugrhs/content/titleinfo/227346/full.pdf	https://scholar.google.com/scholar?q=related:2Yw8Lc3cNIcJ:scholar.google.com/&scioq=%22unusual+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT3	0	1				0		
0	OE Agbo	Effects of Mind Mapping and Synectics on the Whole Brain Learning and Creative Production of High Ability Pupils	2017	NA	NA	NA	20	2023-05-25T14:18:03Z	CITATION	NA	NA	NA	NA	NA	NA	NA	0	0	0	1	6	NA	NA	NA	https://scholar.google.com/scholar?q=related:sR8fKCWbflwJ:scholar.google.com/&scioq=%22unusual+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT3	0	1				0		
10	T Wynn	Whither evolutionary cognitive archaeology? Afterword	2009	Cognitive archaeology and human evolution	books.google.com	https://scholar.google.com/scholar?cites=13763085931119870384&as_sdt=2005&sciodt=2007&hl=en	23	2023-05-25T14:18:03Z	NA	NA	NA	NA	NA	NA	NA	NA	10	0.71	10	1	14	… Some components of modern cognition evolved long ago (spatial cognition; handedness, perhaps), some very recently (enhanced working memory and, perhaps, consciousness), and …	https://books.google.com/books?hl=en&lr=&id=yBnCOc8Tr_wC&oi=fnd&pg=PA145&dq=%22unusual+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&ots=n2xSRdEARS&sig=JO70Hoc1ib_o_QYqcm4gOziQa0w	NA	https://scholar.google.com/scholar?q=related:sIGTAbxNAL8J:scholar.google.com/&scioq=%22unusual+uses+task%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT3	0	1				0		
0	OP Morgan, D Casasanto	Handedness and Creativity: Facts and Fictions	2022	Proceedings of the Annual Meeting of …	escholarship.org	NA	3	2023-05-25T14:22:06Z	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	2	1	… mixed handers are better at divergent thinking; in fact, right handers score slightly higher on the Alternate Uses Test… Additionally, we conclude that while left and mixed handers may be …	https://escholarship.org/uc/item/53h4r64p	NA	https://scholar.google.com/scholar?q=related:BZpRvGUcQZcJ:scholar.google.com/&scioq=%22alternate+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT4	0	1				0		
160	SG Shamay-Tsoory, R Tomer, S Yaniv…	Empathy deficits in Asperger syndrome: A cognitive profile	2002	Neurocase	Taylor &Francis	https://scholar.google.com/scholar?cites=1240271684003142541&as_sdt=2005&sciodt=2007&hl=en	8	2023-05-25T14:22:06Z	NA	10.1093/neucas/8.3.245	NA	NA	NA	NA	NA	NA	160	7.62	40	4	21	… than the age-matched control group on the Alternate Uses Test and the Torrance Test. … : evidence from right and left handers with frontotemporal dementia. Neurocase 2001; 7: 145–60. …	https://www.tandfonline.com/doi/pdf/10.1093/neucas/8.3.245?needAccess=true&role=button	NA	https://scholar.google.com/scholar?q=related:jZv7fYZUNhEJ:scholar.google.com/&scioq=%22alternate+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT4	0	1				0		
0	PJ Murphy	Bilateral EEG Biofeedback and Creativity	1979	Biofeedback and Self-regulation	Lawrence Erlbaum Associates	NA	12	2023-05-25T14:22:06Z	CITATION	NA	NA	NA	NA	NA	NA	NA	0	0	0	1	44	NA	NA	NA	https://scholar.google.com/scholar?q=related:iWmf4_83Kt0J:scholar.google.com/&scioq=%22alternate+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT4	0	1				0		
0	S Kyaga	Biological Perspectives on Creativity	2015	Creativity and Mental Illness: The Mad Genius in …	Springer	NA	13	2023-05-25T14:22:06Z	NA	10.1057/9781137345813_5	NA	NA	NA	NA	NA	NA	0	0	0	1	8	… Handedness is sometimes investigated … Alternate uses test was found with a tendency to exhibit a high percentage of basal alpha overall. This would reflect that the Alternate uses test is …	https://link.springer.com/chapter/10.1057/9781137345813_5	NA	https://scholar.google.com/scholar?q=related:3nJYci7pU5oJ:scholar.google.com/&scioq=%22alternate+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT4	0	1				0		
68	MM Lewis, AB Smith, M Styner, H Gu…	Asymmetrical lateral ventricular enlargement in Parkinson's disease	2009	European journal of …	Wiley Online Library	https://scholar.google.com/scholar?cites=17490065656008509911&as_sdt=2005&sciodt=2007&hl=en	16	2023-05-25T14:22:06Z	NA	10.1111/j.1468-1331.2008.02430.x	NA	NA	NA	NA	NA	NA	68	4.86	14	5	14	… In addition, PD subjects with initial left side symptoms were more impaired on spontaneous flexibility tests (assessed by the alternate uses test), whereas initial right side subjects …	https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1468-1331.2008.02430.x	https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1468-1331.2008.02430.x	https://scholar.google.com/scholar?q=related:14mlPAwyufIJ:scholar.google.com/&scioq=%22alternate+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT4	0	1				0		
351	MA Runco, SO Sakamoto	Experimental studies of creativity	1999	Handbook of creativity	books.google.com	https://scholar.google.com/scholar?cites=17752169959304320702&as_sdt=2005&sciodt=2007&hl=en	33	2023-05-25T14:22:06Z	NA	NA	NA	NA	NA	NA	NA	NA	351	14.63	176	2	24	… In contrast to control subjects (matched for handedness, sex, … , the RAT, and the Alternate Uses test. These tests were used … levels of performance on the alternate uses test and the RAT. …	https://books.google.com/books?hl=en&lr=&id=d1KTEQpQ6vsC&oi=fnd&pg=PA62&dq=%22alternate+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&ots=Fu30Yfuly_&sig=qyloL6J6MdL1vl-1SSgu7Oww3UM	https://www.researchgate.net/profile/Mark-Runco/publication/265184054_Experimental_Studies_of_Creativity/links/552abd210cf2e089a3aa0f6f/Experimental-Studies-of-Creativity.pdf	https://scholar.google.com/scholar?q=related:vtax4IVgXPYJ:scholar.google.com/&scioq=%22alternate+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT4	0	1				0	Not in English	
180	K Keil, AW Kaszniak	Examining executive function in individuals with brain injury: A review	2002	Aphasiology	Taylor &Francis	https://scholar.google.com/scholar?cites=12405049426686534444&as_sdt=2005&sciodt=2007&hl=en	35	2023-05-25T14:22:06Z	NA	10.1080/02687030143000654	NA	NA	NA	NA	NA	NA	180	8.57	90	2	21	Background: Patients with aphasia resulting from a stroke may exhibit cognitive impairments in addition to their language disturbance. The ability to detect and quantify executive …	https://www.tandfonline.com/doi/abs/10.1080/02687030143000654	NA	https://scholar.google.com/scholar?q=related:LGPQkrqWJ6wJ:scholar.google.com/&scioq=%22alternate+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT4	0	1				0		
101	D Graham, TT Bachmann	Ideation: The birth and death of ideas	2004	NA	books.google.com	https://scholar.google.com/scholar?cites=15285579768297339246&as_sdt=2005&sciodt=2007&hl=en	38	2023-05-25T14:22:06Z	BOOK	NA	NA	NA	NA	NA	NA	NA	101	5.32	51	2	19	… The alternate uses test, which asks a person to name as many uses as … left-handed. The correlation also applies for traditional IQ with 20 percent of Mensa members being left-handed (…	https://books.google.com/books?hl=en&lr=&id=vKQcD6-Fs58C&oi=fnd&pg=PA1&dq=%22alternate+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&ots=52ICAXMrvU&sig=Y6ZmLuqUW1fk2Z5sCY_DGRPCZXw	NA	https://scholar.google.com/scholar?q=related:brlCE9BJIdQJ:scholar.google.com/&scioq=%22alternate+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT4	0	1				0		
2	SA Fritsche, AK Lindell	On the other hand: the costs and benefits of left-handedness	2019	Acta Neuropsychologica	bibliotekanauki.pl	https://scholar.google.com/scholar?cites=17127995126917936627&as_sdt=2005&sciodt=2007&hl=en	41	2023-05-25T14:22:06Z	PDF	NA	NA	NA	NA	NA	NA	NA	2	0.5	1	2	4	… -, strong right- and weak right-handers on the Alternate Uses test using a much larger sample (n = 556), evidence suggests that handedness does not influence creativity. Other studies …	https://bibliotekanauki.pl/articles/2106206.pdf	https://bibliotekanauki.pl/articles/2106206.pdf	https://scholar.google.com/scholar?q=related:87WQ5tHcsu0J:scholar.google.com/&scioq=%22alternate+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT4	0	1				0		
0	DM Johnson	Navy Job-Related Male-Female Differences: Annotated Bibliography.	1982	NA	apps.dtic.mil	NA	52	2023-05-25T14:22:06Z	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	1	41	… customers in a department store were interviewed on handedness and had their feet measured. There … in the opposite direction between sex and foot asymetry for left-handed subjects. …	https://apps.dtic.mil/sti/citations/ADA114388	https://apps.dtic.mil/sti/pdfs/ADA114388.pdf	https://scholar.google.com/scholar?q=related:Ck30wWJoMy8J:scholar.google.com/&scioq=%22alternate+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT4	0	1				0		
50	S Kyaga	Creativity and mental illness: The mad genius in question	2014	NA	books.google.com	https://scholar.google.com/scholar?cites=17929337356879947206&as_sdt=2005&sciodt=2007&hl=en	61	2023-05-25T14:22:06Z	BOOK	NA	NA	NA	NA	NA	NA	NA	50	5.56	50	1	9	Is there really a thin line between madness and genius? This book provides a thorough review of the current state of knowledge on this age old idea, and presents new empirical …	https://books.google.com/books?hl=en&lr=&id=QbUaBgAAQBAJ&oi=fnd&pg=PP1&dq=%22alternate+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&ots=-YxobLNcmg&sig=hRyoaxpTkzMa9Rt3ls_PYBcyQfQ	NA	https://scholar.google.com/scholar?q=related:xmX4FlXN0fgJ:scholar.google.com/&scioq=%22alternate+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT4	0	1				0		
2	G Aldrich	Developing a dictionary of creativity terms and definitions	2001	NA	digitalcommons.buffalostate.edu	https://scholar.google.com/scholar?cites=13042050949307258842&as_sdt=2005&sciodt=2007&hl=en	85	2023-05-25T14:22:06Z	PDF	NA	NA	NA	NA	NA	NA	NA	2	0.09	2	1	22	(3) The International Center for Studies in Creativity course curriculum; and (4) the Creativity Based Information Resources database. Criteria for the selection were frequency, crossover…	https://digitalcommons.buffalostate.edu/cgi/viewcontent.cgi?article=1032&context=creativeprojects	https://digitalcommons.buffalostate.edu/cgi/viewcontent.cgi?article=1032&context=creativeprojects	https://scholar.google.com/scholar?q=related:2lcBGD2s_rQJ:scholar.google.com/&scioq=%22alternate+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT4	0	1				0		
207	KM Heilman	Creativity and the Brain	2005	NA	books.google.com	https://scholar.google.com/scholar?cites=13222702215992794906&as_sdt=2005&sciodt=2007&hl=en	12	2023-05-25T14:32:27Z	BOOK	NA	NA	NA	NA	NA	NA	NA	207	11.5	207	1	18	… thinking, thus he developed Alternative Uses Test, in which … In addition to the Alternative Uses Test of Guilford, one of the … , did not know the handedness of their participants or if their …	https://books.google.com/books?hl=en&lr=&id=1BRWDwAAQBAJ&oi=fnd&pg=PT5&dq=%22alternative+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&ots=mtQ5AnTzDT&sig=wuvnW6nQReTkr4q8NyylSKf5TAA	https://pdfs.semanticscholar.org/3bcd/dd67e7f3530a70dd290f2cae54e96d11537c.pdf	https://scholar.google.com/scholar?q=related:Gl8Fy5t5gLcJ:scholar.google.com/&scioq=%22alternative+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT5	0	1				0		
0	C GATES	Creativity, Personality, and Cognition in Synesthetes	NA	NA	NA	NA	14	2023-05-25T14:32:27Z	CITATION	NA	NA	NA	NA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	https://scholar.google.com/scholar?q=related:YFpzLx-jVZgJ:scholar.google.com/&scioq=%22alternative+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT5	0	1				0		
9	G Pluck, MA López-Águila	Induction of fear but no effects on cognitive fluency by theta frequency auditory binaural beat stimulation.	2019	Psychology &Neuroscience	psycnet.apa.org	https://scholar.google.com/scholar?cites=9711107467044287732&as_sdt=2005&sciodt=2007&hl=en	16	2023-05-25T14:32:27Z	NA	NA	NA	NA	NA	NA	NA	NA	9	2.25	5	2	4	… verbal report 21 (87.5%) were right-handed and the other three reported being left-handed. … This is also known as the Alternative Uses Test (AUT; Christensen, Guilford, Merriefield, &…	https://psycnet.apa.org/record/2019-03853-001	https://search.pdh.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&db=pdh&jrnl=19843054&asa=N&AN=2019-03853-001&h=PxmYgc4svIfvA5pWdy2wvnRHnU2CXeTNVODe1aMbxQpISjavcSLaK6CyQRk3b8wKBMfKXpuoIZGLV%2Fx7DYgp%2Bw%3D%3D&crl=f	https://scholar.google.com/scholar?q=related:9HTRJMrIxIYJ:scholar.google.com/&scioq=%22alternative+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT5	0	1				0		
2	IS Fischler, KM Heilman	Aging and Creativity	2019	Cognitive changes of the aging brain	books.google.com	https://scholar.google.com/scholar?cites=4587694815788707500&as_sdt=2005&sciodt=2007&hl=en	17	2023-05-25T14:32:27Z	NA	NA	NA	NA	NA	NA	NA	NA	2	0.5	1	2	4	… , by the fact that the Alternative Uses Test may depend on … subjects using the Alternative Uses Test and unexpectedly found … The relationship of age, gender, handedness, and sidedness …	https://books.google.com/books?hl=en&lr=&id=HIHCDwAAQBAJ&oi=fnd&pg=PA188&dq=%22alternative+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&ots=xYGiZcuSkF&sig=rENpmagCuP27iiQicQbrfSWpyBA	NA	https://scholar.google.com/scholar?q=related:rK782CDEqj8J:scholar.google.com/&scioq=%22alternative+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT5	0	1				0		
2	K Lewandowska	Creativity and Its Neural Correlates	2020	… in Science, Technology, Higher Education and …	books.google.com	https://scholar.google.com/scholar?cites=12304954456102246473&as_sdt=2005&sciodt=2007&hl=en	23	2023-05-25T14:32:27Z	NA	NA	NA	NA	NA	NA	NA	NA	2	0.67	2	1	3	… lines and Alternative Uses Test summarized in … handedness may lead to originality enhancement (Shobe et al., 2009). This effect wasn’t observed in the group of mixed-handers, but …	https://books.google.com/books?hl=en&lr=&id=wZBYBAAAQBAJ&oi=fnd&pg=PA135&dq=%22alternative+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&ots=0QSpEmqpcz&sig=nC9LtOlzRjERAcd4zoCYechWw60	NA	https://scholar.google.com/scholar?q=related:SZhVJeL6w6oJ:scholar.google.com/&scioq=%22alternative+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT5	0	1				0		
460	B Edwards	Drawing on the artist within	2008	NA	books.google.com	https://scholar.google.com/scholar?cites=3662132781732338682&as_sdt=2005&sciodt=2007&hl=en	29	2023-05-25T14:32:27Z	BOOK	NA	NA	NA	NA	NA	NA	NA	460	30.67	460	1	15	… hemispheres of specific individuals, particularly left-handed and ambidextrous individuals. Moreover, … The Alternative Uses Test Responses are judged to be more creative if a variety of …	https://books.google.com/books?hl=en&lr=&id=ROh9ZGJPfv8C&oi=fnd&pg=PR12&dq=%22alternative+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&ots=qhZ-0rkDZt&sig=fdNIVvs3p3_gBPSJNkOiD7lBf3I	NA	https://scholar.google.com/scholar?q=related:-ht4t1yC0jIJ:scholar.google.com/&scioq=%22alternative+uses+test%22+handedness%7C%22left+handed%22%7C%22left+hander%22%7C%22inconsistent+handed%22%7C%22inconsistent+hander%22&hl=en&as_sdt=2007	AUT5	0	1				0		
